Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank
1958,molecules1,ELL70-022315,493.352828,1,493.352828,1,precursor,16.9,134487,22780,1
1958,molecules1,HCN01-022315,493.352828,1,493.352828,1,precursor,17.04,145989,46548,1
1958,molecules1,HCN02-022315,493.352828,1,493.352828,1,precursor,16.96,104251,26230,1
1958,molecules1,HCN03-022315,493.352828,1,493.352828,1,precursor,17.04,135381,41172,1
1958,molecules1,HCN04-022315,493.352828,1,493.352828,1,precursor,16.9,122142,40851,1
1958,molecules1,HCN05-022315,493.352828,1,493.352828,1,precursor,16.92,126663,28183,1
1958,molecules1,HCN06-022315,493.352828,1,493.352828,1,precursor,17,84581,23243,1
1958,molecules1,HCN07-022315,493.352828,1,493.352828,1,precursor,16.91,93914,28030,1
1958,molecules1,HCN08-022315,493.352828,1,493.352828,1,precursor,16.98,136362,47373,1
1958,molecules1,HCN09-022315,493.352828,1,493.352828,1,precursor,16.93,41030,12512,1
1958,molecules1,HCN10-022315,493.352828,1,493.352828,1,precursor,16.96,109358,46126,1
1958,molecules1,HCN11-022315,493.352828,1,493.352828,1,precursor,17,113025,27051,1
1958,molecules1,HCN12-022315,493.352828,1,493.352828,1,precursor,16.86,105450,33140,1
1958,molecules1,HCN13-022315,493.352828,1,493.352828,1,precursor,17.03,48573,23253,1
1958,molecules1,HCN14-022315,493.352828,1,493.352828,1,precursor,17.02,64583,20739,1
1958,molecules1,HCN15-022315,493.352828,1,493.352828,1,precursor,16.98,80820,42445,1
1958,molecules1,HCN16-022315,493.352828,1,493.352828,1,precursor,17.07,118314,52649,1
1958,molecules1,HCN17-022315,493.352828,1,493.352828,1,precursor,17.08,127219,54000,1
1958,molecules1,HCN18,493.352828,1,493.352828,1,precursor,17.05,91109,25515,1
1958,molecules1,HCN19-022315,493.352828,1,493.352828,1,precursor,16.93,120020,35664,1
1958,molecules1,HCN20,493.352828,1,493.352828,1,precursor,17,124111,37875,1
1958,molecules1,HCN21-022315,493.352828,1,493.352828,1,precursor,16.89,154799,40136,1
1958,molecules1,HCN22-022315,493.352828,1,493.352828,1,precursor,17.04,154087,22993,1
1958,molecules1,HCN23-022315,493.352828,1,493.352828,1,precursor,16.95,53033,27248,1
1958,molecules1,HCN24-022315,493.352828,1,493.352828,1,precursor,17.03,146382,41182,1
1958,molecules1,HCN25-022315,493.352828,1,493.352828,1,precursor,16.89,137364,37233,1
1958,molecules1,HCN28-022315,493.352828,1,493.352828,1,precursor,17.02,93236,24967,1
1958,molecules1,HCN29-022315,493.352828,1,493.352828,1,precursor,16.94,128677,40170,1
1958,molecules1,HCN30-022315,493.352828,1,493.352828,1,precursor,17.05,135370,36984,1
1958,molecules1,HCW11-022315,493.352828,1,493.352828,1,precursor,16.98,99684,32919,1
1958,molecules1,HCW12-022315,493.352828,1,493.352828,1,precursor,16.97,115065,30393,1
1958,molecules1,HCW13-022315,493.352828,1,493.352828,1,precursor,16.93,117299,19420,1
1958,molecules1,HCW20-022315,493.352828,1,493.352828,1,precursor,16.96,105537,10377,1
1958,molecules1,HCW21-022315,493.352828,1,493.352828,1,precursor,16.91,185513,20087,1
1958,molecules1,HCW22-022315,493.352828,1,493.352828,1,precursor,16.91,208031,31527,1
1958,molecules1,HCW23-022315,493.352828,1,493.352828,1,precursor,16.95,172408,29402,1
1958,molecules1,HCW24-022315,493.352828,1,493.352828,1,precursor,16.95,148678,31427,1
1958,molecules1,HCW25-022315,493.352828,1,493.352828,1,precursor,16.83,90789,27233,1
1958,molecules1,HCW26-022315,493.352828,1,493.352828,1,precursor,16.96,79985,23240,1
1958,molecules1,HCW27-022315,493.352828,1,493.352828,1,precursor,16.91,117289,16105,1
1958,molecules1,HCW28-022315,493.352828,1,493.352828,1,precursor,16.99,82949,33750,1
1958,molecules1,HCW29-022315,493.352828,1,493.352828,1,precursor,17.02,115740,32989,1
1958,molecules1,HCW30-022315g,493.352828,1,493.352828,1,precursor,16.98,78279,5637,1
1958,molecules1,HCW31,493.352828,1,493.352828,1,precursor,16.98,107105,35225,1
1958,molecules1,HCW32-022315,493.352828,1,493.352828,1,precursor,16.93,122592,20982,1
1958,molecules1,HCW33-022315,493.352828,1,493.352828,1,precursor,16.92,161710,22357,1
1958,molecules1,HCW34-022315,493.352828,1,493.352828,1,precursor,16.96,30479,8716,1
1958,molecules1,HCW35-022315,493.352828,1,493.352828,1,precursor,16.82,113896,27760,1
1958,molecules1,HCW36-022315,493.352828,1,493.352828,1,precursor,16.94,162282,41030,1
1958,molecules1,HCW37-022315,493.352828,1,493.352828,1,precursor,16.99,91220,17937,1
1958,molecules1,HCW38-022315,493.352828,1,493.352828,1,precursor,16.96,60842,15183,1
1958,molecules1,HCW39-022315,493.352828,1,493.352828,1,precursor,16.97,81703,29772,1
1958,molecules1,HCW40-022315,493.352828,1,493.352828,1,precursor,16.96,97724,17836,1
1958,molecules1,HCW41-022315,493.352828,1,493.352828,1,precursor,16.93,67423,10978,1
1958,molecules1,HCW42-022315,493.352828,1,493.352828,1,precursor,16.99,109826,33721,1
1958,molecules1,HCW43,493.352828,1,493.352828,1,precursor,17.01,81312,61423,1
1958,molecules1,HCW44-022315,493.352828,1,493.352828,1,precursor,17,33603,8454,1
1958,molecules1,HCW45-022315,493.352828,1,493.352828,1,precursor,17.01,97103,29914,1
1958,molecules1,HCW46-022315,493.352828,1,493.352828,1,precursor,16.96,86137,15711,1
4132x,molecules2,EDL126-022315,813.6872,1,813.6872,1,precursor,28.49,286963,5787,1
4132x,molecules2,EDL127-022315,813.6872,1,813.6872,1,precursor,28.49,580459,5683,1
4132x,molecules2,EDL128-022315,813.6872,1,813.6872,1,precursor,28.48,486172,43305,1
4132x,molecules2,EDL129-022315,813.6872,1,813.6872,1,precursor,28.49,960712,9532,1
4132x,molecules2,EDL130-022315,813.6872,1,813.6872,1,precursor,28.51,1043554,20048,1
4132x,molecules2,EDL131-022315,813.6872,1,813.6872,1,precursor,28.52,1121470,48906,1
4132x,molecules2,EDL132-022315,813.6872,1,813.6872,1,precursor,28.53,961193,13838,1
4132x,molecules2,EDL133,813.6872,1,813.6872,1,precursor,28.56,1337272,31280,1
4132x,molecules2,EDL134-022315,813.6872,1,813.6872,1,precursor,28.49,590015,74751,1
4132x,molecules2,EDL135-022315,813.6872,1,813.6872,1,precursor,28.47,671996,14374,1
4132x,molecules2,EDL136-022315,813.6872,1,813.6872,1,precursor,28.53,477423,18146,1
4132x,molecules2,EDL137-022315,813.6872,1,813.6872,1,precursor,28.32,631810,20262,1
4132x,molecules2,EDL138-022315,813.6872,1,813.6872,1,precursor,28.48,802649,5973,1
4132x,molecules2,EDL139-022315,813.6872,1,813.6872,1,precursor,28.54,741838,15226,1
4132x,molecules2,EDL140-022315,813.6872,1,813.6872,1,precursor,28.45,524964,3300,1
4132x,molecules2,EDL71-022315,813.6872,1,813.6872,1,precursor,28.54,1269429,25241,1
4132x,molecules2,EDL72-022315,813.6872,1,813.6872,1,precursor,28.46,235387,3219,1
4132x,molecules2,EDL73-022315,813.6872,1,813.6872,1,precursor,28.45,825107,2200,1
4132x,molecules2,EDL74-022315,813.6872,1,813.6872,1,precursor,28.51,667305,12911,1
4132x,molecules2,EDL75-022315,813.6872,1,813.6872,1,precursor,28.56,960337,36243,1
4132x,molecules2,EDL76-022315,813.6872,1,813.6872,1,precursor,28.51,834049,9618,1
4132x,molecules2,EDL77-022315,813.6872,1,813.6872,1,precursor,28.51,2063910,39757,1
4132x,molecules2,EDL78-022315,813.6872,1,813.6872,1,precursor,28.52,560097,34946,1
4132x,molecules2,EDL79-022315,813.6872,1,813.6872,1,precursor,28.54,795241,16458,1
4132x,molecules2,EDL80-022315,813.6872,1,813.6872,1,precursor,28.52,498029,8261,1
4132x,molecules2,EDL86-022315,813.6872,1,813.6872,1,precursor,28.52,244970,18703,1
4132x,molecules2,EDL87,813.6872,1,813.6872,1,precursor,28.54,550158,14225,1
4132x,molecules2,EDL88-022315,813.6872,1,813.6872,1,precursor,28.54,845873,17051,1
4132x,molecules2,EDL89-022315,813.6872,1,813.6872,1,precursor,28.52,809494,25071,1
4132x,molecules2,EDL90-022315,813.6872,1,813.6872,1,precursor,28.54,886883,24594,1
4132x,molecules2,ELL01-022315,813.6872,1,813.6872,1,precursor,28.47,527876,16247,1
4132x,molecules2,ELL02-022315,813.6872,1,813.6872,1,precursor,28.49,628189,7719,1
4132x,molecules2,ELL03-022315,813.6872,1,813.6872,1,precursor,28.46,668582,17377,1
4132x,molecules2,ELL04-022315,813.6872,1,813.6872,1,precursor,28.58,904327,24039,1
4132x,molecules2,ELL05-022315,813.6872,1,813.6872,1,precursor,28.52,677086,15733,1
4132x,molecules2,ELL06-022315,813.6872,1,813.6872,1,precursor,28.4,211094,86946,1
4132x,molecules2,ELL07-022315,813.6872,1,813.6872,1,precursor,28.52,334721,13565,1
4132x,molecules2,ELL08-022315,813.6872,1,813.6872,1,precursor,28.53,354244,6258,1
4132x,molecules2,ELL09-022315,813.6872,1,813.6872,1,precursor,28.48,810699,22344,1
4132x,molecules2,ELL10-022315,813.6872,1,813.6872,1,precursor,28.5,920635,10902,1
4132x,molecules2,ELL16-022315,813.6872,1,813.6872,1,precursor,28.54,664661,12755,1
4132x,molecules2,ELL17-022315,813.6872,1,813.6872,1,precursor,28.51,978032,8412,1
4132x,molecules2,ELL18-022315,813.6872,1,813.6872,1,precursor,28.49,890376,8669,1
4132x,molecules2,ELL19-022315,813.6872,1,813.6872,1,precursor,28.49,593922,6874,1
4132x,molecules2,ELL20-022315,813.6872,1,813.6872,1,precursor,28.54,316212,7257,1
4132x,molecules2,ELL56-022315,813.6872,1,813.6872,1,precursor,28.54,72011,18517,1
4132x,molecules2,ELL57-022315,813.6872,1,813.6872,1,precursor,28.55,1000171,31934,1
4132x,molecules2,ELL58-022315,813.6872,1,813.6872,1,precursor,28.47,673957,17048,1
4132x,molecules2,ELL59-022315,813.6872,1,813.6872,1,precursor,28.52,295319,7706,1
4132x,molecules2,ELL60-022315,813.6872,1,813.6872,1,precursor,28.52,580839,5191,1
4132x,molecules2,ELL61-022315,813.6872,1,813.6872,1,precursor,28.51,391910,8748,1
4132x,molecules2,ELL62-022315,813.6872,1,813.6872,1,precursor,28.5,423015,4022,1
4132x,molecules2,ELL63-022315,813.6872,1,813.6872,1,precursor,28.56,807286,16940,1
4132x,molecules2,ELL64-022315,813.6872,1,813.6872,1,precursor,28.46,657995,5982,1
4132x,molecules2,ELL65-022315,813.6872,1,813.6872,1,precursor,28.5,310319,8532,1
4132x,molecules2,ELL66-022315,813.6872,1,813.6872,1,precursor,28.45,221244,7229,1
4132x,molecules2,ELL67-022315,813.6872,1,813.6872,1,precursor,28.51,596367,4421,1
4132x,molecules2,ELL68-022315,813.6872,1,813.6872,1,precursor,28.52,599447,13148,1
4132x,molecules2,ELL69-022315,813.6872,1,813.6872,1,precursor,28.54,244452,6736,1
4132x,molecules2,ELL70-022315,813.6872,1,813.6872,1,precursor,28.54,715785,16379,1
4132x,molecules2,HCN01-022315,813.6872,1,813.6872,1,precursor,28.5,301152,11685,1
4132x,molecules2,HCN02-022315,813.6872,1,813.6872,1,precursor,28.49,333831,10064,1
4132x,molecules2,HCN03-022315,813.6872,1,813.6872,1,precursor,28.56,733030,14806,1
4132x,molecules2,HCN04-022315,813.6872,1,813.6872,1,precursor,28.54,334800,3463,1
4132x,molecules2,HCN05-022315,813.6872,1,813.6872,1,precursor,28.42,474310,4452,1
4132x,molecules2,HCN06-022315,813.6872,1,813.6872,1,precursor,28.5,663779,13140,1
4132x,molecules2,HCN07-022315,813.6872,1,813.6872,1,precursor,28.53,365610,2253,1
4132x,molecules2,HCN08-022315,813.6872,1,813.6872,1,precursor,28.52,482475,4000,1
4132x,molecules2,HCN09-022315,813.6872,1,813.6872,1,precursor,28.53,251592,2307,1
4132x,molecules2,HCN10-022315,813.6872,1,813.6872,1,precursor,28.53,240669,5325,1
4132x,molecules2,HCN11-022315,813.6872,1,813.6872,1,precursor,28.47,520436,6377,1
4132x,molecules2,HCN12-022315,813.6872,1,813.6872,1,precursor,28.53,651962,12202,1
4132x,molecules2,HCN13-022315,813.6872,1,813.6872,1,precursor,28.52,96850,1563,1
4132x,molecules2,HCN14-022315,813.6872,1,813.6872,1,precursor,28.52,421294,4494,1
4132x,molecules2,HCN15-022315,813.6872,1,813.6872,1,precursor,28.47,193051,1388,1
4132x,molecules2,HCN16-022315,813.6872,1,813.6872,1,precursor,28.5,368788,6604,1
4132x,molecules2,HCN17-022315,813.6872,1,813.6872,1,precursor,28.53,650545,4923,1
4132x,molecules2,HCN18,813.6872,1,813.6872,1,precursor,28.55,549160,21239,1
4132x,molecules2,HCN19-022315,813.6872,1,813.6872,1,precursor,28.51,329990,11155,1
4132x,molecules2,HCN20,813.6872,1,813.6872,1,precursor,28.52,431326,19565,1
4132x,molecules2,HCN21-022315,813.6872,1,813.6872,1,precursor,28.49,62882,10337,1
4132x,molecules2,HCN22-022315,813.6872,1,813.6872,1,precursor,28.54,385253,15637,1
4132x,molecules2,HCN23-022315,813.6872,1,813.6872,1,precursor,28.55,76095,1616,1
4132x,molecules2,HCN24-022315,813.6872,1,813.6872,1,precursor,28.5,264851,4852,1
4132x,molecules2,HCN25-022315,813.6872,1,813.6872,1,precursor,28.48,225754,2118,1
4132x,molecules2,HCN28-022315,813.6872,1,813.6872,1,precursor,28.5,898020,10250,1
4132x,molecules2,HCN29-022315,813.6872,1,813.6872,1,precursor,28.46,110712,4345,1
4132x,molecules2,HCN30-022315,813.6872,1,813.6872,1,precursor,28.54,236590,14089,1
4132x,molecules2,HCW11-022315,813.6872,1,813.6872,1,precursor,28.54,567521,12617,1
4132x,molecules2,HCW12-022315,813.6872,1,813.6872,1,precursor,28.55,94027,1307,1
4132x,molecules2,HCW13-022315,813.6872,1,813.6872,1,precursor,28.45,391106,1808,1
4132x,molecules2,HCW20-022315,813.6872,1,813.6872,1,precursor,28.47,490635,11786,1
4132x,molecules2,HCW21-022315,813.6872,1,813.6872,1,precursor,28.49,547679,9349,1
4132x,molecules2,HCW22-022315,813.6872,1,813.6872,1,precursor,28.48,341412,2286,1
4132x,molecules2,HCW23-022315,813.6872,1,813.6872,1,precursor,28.49,485753,8476,1
4132x,molecules2,HCW24-022315,813.6872,1,813.6872,1,precursor,28.56,852012,9195,1
4132x,molecules2,HCW25-022315,813.6872,1,813.6872,1,precursor,28.57,622272,16861,1
4132x,molecules2,HCW26-022315,813.6872,1,813.6872,1,precursor,28.53,536525,14287,1
4132x,molecules2,HCW27-022315,813.6872,1,813.6872,1,precursor,28.45,457457,33833,1
4132x,molecules2,HCW28-022315,813.6872,1,813.6872,1,precursor,28.53,682872,34251,1
4132x,molecules2,HCW29-022315,813.6872,1,813.6872,1,precursor,28.53,417748,11435,1
4132x,molecules2,HCW30-022315g,813.6872,1,813.6872,1,precursor,28.48,222388,5135,1
4132x,molecules2,HCW31,813.6872,1,813.6872,1,precursor,28.5,680804,11443,1
4132x,molecules2,HCW32-022315,813.6872,1,813.6872,1,precursor,28.55,633186,11390,1
4132x,molecules2,HCW33-022315,813.6872,1,813.6872,1,precursor,28.51,676015,34473,1
4132x,molecules2,HCW34-022315,813.6872,1,813.6872,1,precursor,28.53,351704,8273,1
4132x,molecules2,HCW35-022315,813.6872,1,813.6872,1,precursor,28.48,439079,2901,1
4132x,molecules2,HCW36-022315,813.6872,1,813.6872,1,precursor,28.48,676284,28380,1
4132x,molecules2,HCW37-022315,813.6872,1,813.6872,1,precursor,28.48,323906,4381,1
4132x,molecules2,HCW38-022315,813.6872,1,813.6872,1,precursor,28.57,653291,5247,1
4132x,molecules2,HCW39-022315,813.6872,1,813.6872,1,precursor,28.54,583596,18042,1
4132x,molecules2,HCW40-022315,813.6872,1,813.6872,1,precursor,28.57,618802,9665,1
4132x,molecules2,HCW41-022315,813.6872,1,813.6872,1,precursor,28.53,195862,1029,1
4132x,molecules2,HCW42-022315,813.6872,1,813.6872,1,precursor,28.49,822746,7208,1
4132x,molecules2,HCW43,813.6872,1,813.6872,1,precursor,28.54,454685,44904,1
4132x,molecules2,HCW44-022315,813.6872,1,813.6872,1,precursor,28.54,130656,6516,1
4132x,molecules2,HCW45-022315,813.6872,1,813.6872,1,precursor,28.53,741540,12071,1
4132x,molecules2,HCW46-022315,813.6872,1,813.6872,1,precursor,28.32,521860,34951,1
4132x,molecules2,EDL100-052315,813.6872,1,813.6872,1,precursor,28.48,498106,9777,1
4132x,molecules2,EDL101-052315,813.6872,1,813.6872,1,precursor,28.48,96651,9899,1
4132x,molecules2,EDL102-052315,813.6872,1,813.6872,1,precursor,28.41,94372,3974,1
4132x,molecules2,EDL103-052315,813.6872,1,813.6872,1,precursor,28.25,154464,27252,1
4132x,molecules2,EDL104-052315,813.6872,1,813.6872,1,precursor,28.42,132638,9196,1
4132x,molecules2,EDL105-052315,813.6872,1,813.6872,1,precursor,28.48,394902,8384,1
4132x,molecules2,EDL106-052315,813.6872,1,813.6872,1,precursor,28.44,182065,17372,1
4132x,molecules2,EDL107-052315,813.6872,1,813.6872,1,precursor,28.43,233864,3116,1
4132x,molecules2,EDL108-052315,813.6872,1,813.6872,1,precursor,28.48,142407,4400,1
4132x,molecules2,EDL109-052315,813.6872,1,813.6872,1,precursor,28.45,567149,5255,1
4132x,molecules2,EDL110-052315,813.6872,1,813.6872,1,precursor,28.46,617769,6270,1
4132x,molecules2,EDL111-052315,813.6872,1,813.6872,1,precursor,28.47,674898,8153,1
4132x,molecules2,EDL112-052315,813.6872,1,813.6872,1,precursor,28.41,108366,1811,1
4132x,molecules2,EDL113-052315,813.6872,1,813.6872,1,precursor,28.47,389676,4351,1
4132x,molecules2,EDL114-052315,813.6872,1,813.6872,1,precursor,28.48,804661,11809,1
4132x,molecules2,EDL115-052315,813.6872,1,813.6872,1,precursor,28.45,683383,10019,1
4132x,molecules2,EDL116-052315,813.6872,1,813.6872,1,precursor,28.45,149775,2520,1
4132x,molecules2,EDL117-052315,813.6872,1,813.6872,1,precursor,28.38,616568,7984,1
4132x,molecules2,EDL118-052315,813.6872,1,813.6872,1,precursor,28.39,203813,2941,1
4132x,molecules2,EDL119-052315,813.6872,1,813.6872,1,precursor,28.47,923976,9343,1
4132x,molecules2,EDL120-052315,813.6872,1,813.6872,1,precursor,28.47,109828,12483,1
4132x,molecules2,EDL121-052315,813.6872,1,813.6872,1,precursor,28.49,440935,7406,1
4132x,molecules2,EDL122-052315,813.6872,1,813.6872,1,precursor,28.45,211285,6396,1
4132x,molecules2,EDL123-052315,813.6872,1,813.6872,1,precursor,28.41,622889,8280,1
4132x,molecules2,EDL124-052315,813.6872,1,813.6872,1,precursor,28.41,655276,6992,1
4132x,molecules2,EDL125-052315,813.6872,1,813.6872,1,precursor,28.48,453316,9309,1
4132x,molecules2,EDL81-052315,813.6872,1,813.6872,1,precursor,28.44,162910,1303,1
4132x,molecules2,EDL82-052315,813.6872,1,813.6872,1,precursor,28.57,780235,10047,1
4132x,molecules2,EDL83-052315,813.6872,1,813.6872,1,precursor,28.39,94745,2079,1
4132x,molecules2,EDL84-052315,813.6872,1,813.6872,1,precursor,28.46,984963,11088,1
4132x,molecules2,EDL85-052315,813.6872,1,813.6872,1,precursor,28.41,696100,8345,1
4132x,molecules2,EDL91-052315,813.6872,1,813.6872,1,precursor,28.47,473749,4590,1
4132x,molecules2,EDL92-052315,813.6872,1,813.6872,1,precursor,28.45,430081,10205,1
4132x,molecules2,EDL93-052315,813.6872,1,813.6872,1,precursor,28.5,300092,2476,1
4132x,molecules2,EDL94-052315,813.6872,1,813.6872,1,precursor,28.41,92561,3722,1
4132x,molecules2,EDL95-052315,813.6872,1,813.6872,1,precursor,28.47,305852,7260,1
4132x,molecules2,EDL96-052315,813.6872,1,813.6872,1,precursor,28.43,99429,11546,1
4132x,molecules2,EDL97-052315,813.6872,1,813.6872,1,precursor,28.44,124411,3030,1
4132x,molecules2,EDL98-052315,813.6872,1,813.6872,1,precursor,28.46,831937,8315,1
4132x,molecules2,EDL99-052315,813.6872,1,813.6872,1,precursor,28.44,872936,11390,1
4132x,molecules2,ELL11-052315,813.6872,1,813.6872,1,precursor,28.29,115298,7253,1
4132x,molecules2,ELL12-052315,813.6872,1,813.6872,1,precursor,28.47,426383,8770,1
4132x,molecules2,ELL13-052315,813.6872,1,813.6872,1,precursor,28.48,668107,5044,1
4132x,molecules2,ELL14-052315,813.6872,1,813.6872,1,precursor,28.44,874927,9397,1
4132x,molecules2,ELL15-052315,813.6872,1,813.6872,1,precursor,28.44,687807,4858,1
4132x,molecules2,ELL21-052315,813.6872,1,813.6872,1,precursor,28.46,913216,7644,1
4132x,molecules2,ELL22-052315,813.6872,1,813.6872,1,precursor,28.41,933627,22071,1
4132x,molecules2,ELL23-052315,813.6872,1,813.6872,1,precursor,28.44,546211,7466,1
4132x,molecules2,ELL24-052315,813.6872,1,813.6872,1,precursor,28.42,461820,4260,1
4132x,molecules2,ELL25-052315,813.6872,1,813.6872,1,precursor,28.47,287316,1561,1
4132x,molecules2,ELL26-052315,813.6872,1,813.6872,1,precursor,28.47,757678,9303,1
4132x,molecules2,ELL27-052315,813.6872,1,813.6872,1,precursor,28.41,501850,11787,1
4132x,molecules2,ELL28-052315,813.6872,1,813.6872,1,precursor,28.27,138267,4511,1
4132x,molecules2,ELL29-052315,813.6872,1,813.6872,1,precursor,28.38,85905,3477,1
4132x,molecules2,ELL30-052315,813.6872,1,813.6872,1,precursor,28.44,450414,7802,1
4132x,molecules2,ELL31-052315,813.6872,1,813.6872,1,precursor,28.44,126801,2569,1
4132x,molecules2,ELL32-052315,813.6872,1,813.6872,1,precursor,28.29,87576,950,1
4132x,molecules2,ELL33-052315,813.6872,1,813.6872,1,precursor,28.28,143229,2464,1
4132x,molecules2,ELL34-052315,813.6872,1,813.6872,1,precursor,28.47,215776,5627,1
4132x,molecules2,ELL35-052315,813.6872,1,813.6872,1,precursor,28.3,123401,5717,1
4132x,molecules2,ELL36-052315,813.6872,1,813.6872,1,precursor,28.37,336394,10769,1
4132x,molecules2,ELL37-052315,813.6872,1,813.6872,1,precursor,28.44,719318,3801,1
4132x,molecules2,ELL38-052315,813.6872,1,813.6872,1,precursor,28.43,115337,4897,1
4132x,molecules2,ELL39-052315,813.6872,1,813.6872,1,precursor,28.5,735911,13601,1
4132x,molecules2,ELL40-052315,813.6872,1,813.6872,1,precursor,28.45,749684,6570,1
4132x,molecules2,ELL41-052315,813.6872,1,813.6872,1,precursor,28.45,863804,10276,1
4132x,molecules2,ELL42-052315,813.6872,1,813.6872,1,precursor,28.46,872035,16205,1
4132x,molecules2,ELL43-052315,813.6872,1,813.6872,1,precursor,28.46,963516,8355,1
4132x,molecules2,ELL44-052315,813.6872,1,813.6872,1,precursor,28.48,1001649,15963,1
4132x,molecules2,ELL45-052315,813.6872,1,813.6872,1,precursor,28.4,355683,2854,1
4132x,molecules2,ELL46-052315,813.6872,1,813.6872,1,precursor,28.45,195917,10712,1
4132x,molecules2,ELL47-052315,813.6872,1,813.6872,1,precursor,28.46,241627,5825,1
4132x,molecules2,ELL48-052315,813.6872,1,813.6872,1,precursor,28.48,785432,5933,1
4132x,molecules2,ELL49-052315,813.6872,1,813.6872,1,precursor,28.46,922779,24454,1
4132x,molecules2,ELL50-052315,813.6872,1,813.6872,1,precursor,28.47,584615,19305,1
4132x,molecules2,ELL51-052315,813.6872,1,813.6872,1,precursor,28.47,94529,14583,1
4132x,molecules2,ELL52-052315,813.6872,1,813.6872,1,precursor,28.46,518046,3358,1
4132x,molecules2,ELL53-052315,813.6872,1,813.6872,1,precursor,28.48,639019,7440,1
4132x,molecules2,ELL54-052315,813.6872,1,813.6872,1,precursor,28.45,1044672,8281,1
4132x,molecules2,ELL55-052315,813.6872,1,813.6872,1,precursor,28.45,736573,17810,1
4132x,molecules2,HCHu01-052315,813.6872,1,813.6872,1,precursor,28.48,288076,11923,1
4132x,molecules2,HCHu02-052315,813.6872,1,813.6872,1,precursor,28.29,753926,8768,1
4132x,molecules2,HCHu03-052315,813.6872,1,813.6872,1,precursor,28.44,442871,15626,1
4132x,molecules2,HCHu04-052315,813.6872,1,813.6872,1,precursor,28.46,664484,16179,1
4132x,molecules2,HCHu05-052315,813.6872,1,813.6872,1,precursor,28.48,541481,4831,1
4132x,molecules2,HCHu06-052315,813.6872,1,813.6872,1,precursor,28.47,188887,9593,1
4132x,molecules2,HCHu07-052315,813.6872,1,813.6872,1,precursor,28.48,224759,1746,1
4132x,molecules2,HCHu08-052315,813.6872,1,813.6872,1,precursor,28.45,605418,6130,1
4132x,molecules2,HCW01-052315,813.6872,1,813.6872,1,precursor,28.42,88317,7738,1
4132x,molecules2,HCW02-052315,813.6872,1,813.6872,1,precursor,28.43,84092,1378,1
4132x,molecules2,HCW03-052315,813.6872,1,813.6872,1,precursor,28.38,99035,272,1
4132x,molecules2,HCW04-052315,813.6872,1,813.6872,1,precursor,28.45,220551,7681,1
4132x,molecules2,HCW05-052315,813.6872,1,813.6872,1,precursor,28.39,74013,3922,1
4132x,molecules2,HCW06-052315,813.6872,1,813.6872,1,precursor,28.39,77761,7996,1
4132x,molecules2,HCW07-052315,813.6872,1,813.6872,1,precursor,28.47,157948,2565,1
4132x,molecules2,HCW08-052315,813.6872,1,813.6872,1,precursor,28.46,989383,24205,1
4132x,molecules2,HCW09-052315,813.6872,1,813.6872,1,precursor,28.42,131992,827,1
4132x,molecules2,HCW10-052315,813.6872,1,813.6872,1,precursor,28.45,69489,3231,1
4132x,molecules2,HCW14-052315,813.6872,1,813.6872,1,precursor,28.47,555530,6417,1
4132x,molecules2,HCW15-052315,813.6872,1,813.6872,1,precursor,28.44,564077,14570,1
4132x,molecules2,HCW16-052315,813.6872,1,813.6872,1,precursor,28.45,846982,10781,1
4132x,molecules2,HCW17-052315,813.6872,1,813.6872,1,precursor,28.46,878946,8049,1
4132x,molecules2,HCW18-052315,813.6872,1,813.6872,1,precursor,28.48,81824,2835,1
4132x,molecules2,HCW19-052315,813.6872,1,813.6872,1,precursor,28.48,475808,6619,1
4132x,molecules2,HCW47-052315,813.6872,1,813.6872,1,precursor,28.47,555542,6837,1
4132x,molecules2,HCW48-052315,813.6872,1,813.6872,1,precursor,28.47,493612,9547,1
4132x,molecules2,HCW49-052315,813.6872,1,813.6872,1,precursor,28.43,299847,3703,1
4132x,molecules2,HCW50-052315,813.6872,1,813.6872,1,precursor,28.45,221480,1989,1
4132x,molecules2,HCW51-052315,813.6872,1,813.6872,1,precursor,28.48,476218,5556,1
4132x,molecules2,HCW52-052315,813.6872,1,813.6872,1,precursor,28.45,570588,5134,1
4132x,molecules2,HCW53-052315,813.6872,1,813.6872,1,precursor,28.4,91325,7698,1
4132x,molecules2,HCW54-052315,813.6872,1,813.6872,1,precursor,28.49,594834,6445,1
4132x,molecules2,HCW55-052315,813.6872,1,813.6872,1,precursor,28.44,130504,7855,1
4132x,molecules2,HCW56-052315,813.6872,1,813.6872,1,precursor,28.59,84507,8410,1
4132x,molecules2,HCW57-052315,813.6872,1,813.6872,1,precursor,28.46,275108,8436,1
4132x,molecules2,HCW58-052315,813.6872,1,813.6872,1,precursor,28.47,889567,15484,1
4132x,molecules2,HCW59-052315,813.6872,1,813.6872,1,precursor,28.45,499614,6993,1
4132x,molecules2,HCW60-052315,813.6872,1,813.6872,1,precursor,28.38,480204,4306,1
231,molecules1,EDL108-052315,174.130592,1,174.130592,1,precursor,16.99,517,188,1
231,molecules1,EDL100-052315,174.130592,1,174.130592,1,precursor,16.97,827,544,1
231,molecules1,EDL101-052315,174.130592,1,174.130592,1,precursor,16.99,480,116,1
